Item Type;Publication Year;Publication Title;Author;Title;Date;Url;ISBN;ISSN;DOI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Free Software Foundation — Working together for free software;Farough, Greg;Google's decision to deprecate JPEG-XL emphasizes the need for browser choice and free formats;12/04/2023;https://www.fsf.org/blogs/community/googles-decision-to-deprecate-jpeg-xl-emphasizes-the-need-for-browser-choice-and-free-formats;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Google Docs;Google Chrome;Google Chrome CA Owner Survey (Apr. 2023);01/04/2023;https://docs.google.com/document/d/1gdLvmH9aHDHC5cCBRjFlimNTcO2MhlDfVL--dbFEC7A/edit?usp=embed_facebook;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Grantham Research Institute on climate change and the environment;Kyriakopoulou, Danae;What opportunities and risks does AI present for climate action?;04/07/2023;https://www.lse.ac.uk/granthaminstitute/explainers/what-opportunities-and-risks-does-ai-present-for-climate-action/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: Public Key Infrastructure (PKI);28/01/2023;https://www.ibm.com/docs/en/ibm-mq/9.3?topic=concepts-public-key-infrastructure-pki;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: How certificate chains work;28/03/2023;https://www.ibm.com/docs/en/ibm-mq/8.0?topic=certificates-how-certificate-chains-work;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: Certificate Authorities;28/03/2023;https://www.ibm.com/docs/en/ibm-mq/8.0?topic=certificates-certificate-authorities;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: What is in a digital certificate;28/03/2023;https://www.ibm.com/docs/en/ibm-mq/9.0?topic=concepts-digital-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: Cryptographic security protocols: SSL and TLS;03/05/2023;https://www.ibm.com/docs/en/ibm-mq/8.0?topic=mechanisms-cryptographic-security-protocols-ssl-tls;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: Digital certificates;03/05/2023;https://www.ibm.com/docs/en/ibm-mq/8.0?topic=concepts-digital-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: Keystores and truststores;26/05/2023;https://www.ibm.com/docs/en/zos-connect/zosconnect/3.0?topic=connect-keystores-truststores;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;IBM;IBM;IBM Documentation: How TLS provides identification, authentication, confidentiality, and integrity;31/05/2023;https://www.ibm.com/docs/en/ibm-mq/9.1?topic=tls-how-provides-identification-authentication-confidentiality-integrity;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;MIT Technology Review;Heikkilä, Melissa;How to create, release, and share generative AI responsibly;27/02/2023;https://www.technologyreview.com/2023/02/27/1069166/how-to-create-release-and-share-generative-ai-responsibly/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Mozilla Security Blog;;Mozilla Security Blog;13/09/2023;https://blog.mozilla.org/security;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Scientific American;Coleman, Jude;AI's Climate Impact Goes beyond Its Emissions;07/12/2023;https://www.scientificamerican.com/article/ais-climate-impact-goes-beyond-its-emissions/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Scott Helme;Helme, Scott;Cryptographic Agility Part 1: Server Certificates;14/07/2023;https://scotthelme.co.uk/cryptographic-agility-part-1-server-certificates/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Tech Inquiry;Poulson, Jack;Google restarted selling A.I. to Pentagon for aerial imagery;10/03/2023;https://techinquiry.org/?article=google-aerial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;Tech Inquiry;Poulson, Jack;Where Drone Warfare Intersects with Ukraine and U.S. Information Operations;13/03/2023;https://techinquiry.org/?article=insa-maven-ukraine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;TechRadar;Callan, Tim;90-day SSL certificates are coming;22/03/2023;https://www.techradar.com/opinion/90-day-ssl-certificates-are-coming;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;The Chromium Projects;Chromium;Moving Forward, Together;03/03/2023;https://www.chromium.org/Home/chromium-security/root-ca-policy/moving-forward-together/#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;The Intercept;Doctorow, Cory;Why Big Tech, Cops, and Spies Were Made for One Another;16/10/2023;https://theintercept.com/2023/10/16/surveillance-state-big-tech/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;TNI;González, Roberto J.;Militarising Big Tech | Transnational Institute;07/02/2023;https://www.tni.org/en/article/militarising-big-tech;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2023;;Council of the EU;Council and Parliament strike a deal on a European digital identity (eID);29/06/2023;https://www.consilium.europa.eu/en/press/press-releases/2023/06/29/council-and-parliament-strike-a-deal-on-a-european-digital-identity-eid/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;+972 Magazine;Iraqi, Amjad;‘Lavender’: The AI machine directing Israel’s bombing spree in Gaza;03/04/2024;https://www.972mag.com/lavender-ai-israeli-army-gaza/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Axios;Sabin, Sam;Google, Microsoft and other tech giants are now working together on AI security standards;18/07/2024;https://www.axios.com/2024/07/18/google-microsoft-open-ai-security-standards-board;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;BBC;"Edwards, Charlotte; Leggett, Theo";Apple told to pay Ireland €13bn in tax by EU;10/09/2024;https://www.bbc.com/news/articles/ckgwkwxr4eqo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;BBC;Gerken, Tom;EU court rules Google must pay €2.4bn fine;10/09/2024;https://www.bbc.com/news/articles/cjw3e1pn741o;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;BBC;Woollacott, Emma;The environmental campaigners fighting against data centres;04/11/2024;https://www.bbc.com/news/articles/cz0mlrx0jxno;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Data Centre Dynamics;Swinhoe, Dan;Google breaks ground on Uruguay data center;30/08/2024;https://www.datacenterdynamics.com/en/news/google-breaks-ground-on-uruguay-data-center/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;euronews;Desmarais, Anna;These European data centre activists are taking the fight to Big Tech;02/10/2024;https://www.euronews.com/next/2024/10/02/meet-the-european-data-centre-activists-taking-on-big-tech;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Google The Keyword;"Adkins, Heather; Venables, Phil";Introducing the Coalition for Secure AI (CoSAI) and founding member organizations;18/07/2024;https://blog.google/technology/safety-security/google-coalition-for-secure-ai/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Google The Keyword;Terrell, Michael;New nuclear clean energy agreement with Kairos Power;14/10/2024;https://blog.google/outreach-initiatives/sustainability/google-kairos-power-nuclear-energy-agreement/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Guru99;Clarke, Evelyn;What is TensorFlow? How it Works? Introduction & Architecture;12/06/2024;https://www.guru99.com/what-is-tensorflow.html;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;IBM;Goodwin, Michael;What Is an API (Application Programming Interface)?;09/04/2024;https://www.ibm.com/think/topics/api;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;IBM;Holdsworth, Jim;What Is Deep Learning?;17/06/2024;https://www.ibm.com/think/topics/deep-learning;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;IBM;IBM;IBM z/OS Connect (OpenAPI 2) documentation Transport Layer Security (TLS);17/12/2024;https://www.ibm.com/docs/en/zos-connect/zosconnect/3.0?topic=connect-transport-layer-security-tls;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Killed by Google;Ogden, Cody;Killed by Google;31/12/2024;https://killedbygoogle.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;MIT Technology Review;Heaven, Will Douglas;What is AI?;10/07/2024;https://www.technologyreview.com/2024/07/10/1094475/what-is-artificial-intelligence-ai-definitive-guide/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;MIT Technology Review;Temple, James;Google, Amazon and the problem with Big Tech’s climate claims;17/07/2024;https://www.technologyreview.com/2024/07/17/1095019/google-amazon-and-the-problem-with-big-techs-climate-claims/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;POLITICO;Hancock, Edith;The EU’s uphill battle against Big Tech power;06/03/2024;https://www.politico.eu/article/the-eus-uphill-battle-against-big-tech-power/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;POLITICO;Politico;How tech-savvy civilians became the new masters of war;14/02/2024;https://www.politico.eu/article/war-drones-technology-arms-industry-munich-security-conference-2024/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Raconteur;Magee, Tamlin;Not just nimbys – why data centre protests are on the rise;30/07/2024;https://www.raconteur.net/technology/data-centre-protests-on-the-rise;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;Simplilearn.com;Banoula, Mayank;What is Tensorflow? Deep Learning Libraries and Program Elements Explained;03/09/2024;https://www.simplilearn.com/tutorials/deep-learning-tutorial/what-is-tensorflow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;The Conversation;Jedlickova, Barbora;Google is facing another crucial court case in the US – and it could have major consequences for online advertising;09/09/2024;http://theconversation.com/google-is-facing-another-crucial-court-case-in-the-us-and-it-could-have-major-consequences-for-online-advertising-238227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;The Intercept;Biddle, Sam;Google Won’t Say Anything About Israel Using Its Photo Software to Create Gaza “Hit List”;05/04/2024;https://theintercept.com/2024/04/05/google-photos-israel-gaza-facial-recognition/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;The Intercept;Biddle, Sam;Google Planned to Sponsor IDF Conference That Now Denies Google Was Sponsor;25/07/2024;https://theintercept.com/2024/07/25/google-it-idf-tech-conference-sponsor/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;The Verge;David, Emilia;Google’s Gemini 1.5 Pro can now hear;09/04/2024;https://www.theverge.com/2024/4/9/24124741/google-gemini-pro-imagen-updates-vertex;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;The Verge;Porter, Jon;The EU’s tough new moderation rules are about to cover a lot more of the internet;16/02/2024;https://www.theverge.com/2024/2/16/24074933/european-union-digital-services-act-expansion-moderation-advertising;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;TIME;Bergengruen, Vera;How Tech Giants Turned Ukraine Into an AI War Lab;08/02/2024;https://time.com/6691662/ai-ukraine-war-palantir/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;TIME;Henshall, Will;Big Tech Is Dominating the AI Lobbying Frenzy in Washington;30/04/2024;https://time.com/6972134/ai-lobbying-tech-policy-surge/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;TIME;Perrigo, Billy;Exclusive: Google Workers Revolt Over $1.2 Billion Israel Contract;08/04/2024;https://time.com/6964364/exclusive-no-tech-for-apartheid-google-workers-protest-project-nimbus-1-2-billion-contract-with-israel/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;United Nations Environment Programme;United Nations Environment Programme;AI has an environmental problem. Here’s what the world can do about that.;21/09/2024;https://www.unep.org/news-and-stories/story/ai-has-environmental-problem-heres-what-world-can-do-about;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;;Council of the EU;European digital identity (eID): Council adopts legal framework on a secure and trustworthy digital wallet for all Europeans;26/03/2024;https://www.consilium.europa.eu/en/press/press-releases/2024/03/26/european-digital-identity-eid-council-adopts-legal-framework-on-a-secure-and-trustworthy-digital-wallet-for-all-europeans/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2024;;SECURITIES AND EXCHANGE COMMISSION;QUARTERLY REPORT PURSUANT TO SECTION 13 OR 15(d) OF THE SECURITIES EXCHANGE ACT OF 1934;31/03/2024;https://www.sec.gov/Archives/edgar/data/1652044/000165204424000053/goog-20240331.htm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2025;CompaniesMarketCap;CompaniesMarketCap;Largest tech companies by market cap;21/01/2025;https://companiesmarketcap.com/tech/largest-tech-companies-by-market-cap/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2025;CompaniesMarketCap;CompaniesMarketCap;Top publicly traded tech companies by revenue;21/01/2025;https://companiesmarketcap.com/tech/largest-tech-companies-by-revenue/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2025;Defense One;Williams, Lauren C.;Is bad data to blame for missing weapons parts?;17/01/2025;https://www.defenseone.com/defense-systems/2025/01/bad-data-blame-missing-weapons-parts/402324/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;2025;POLITICO;Schreckinger, Ben;A new global map of the AI future;17/01/2025;https://www.politico.com/newsletters/digital-future-daily/2023/09/18/a-new-global-map-of-the-ai-future-00116580;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;AlgorithmWatch;Kayser-Bril, Nicolas;How Big Tech Charms and Bullies European Politicians, Journalists and Academics;n.d.;https://algorithmwatch.org/en/big-tech-lobby-influence-europe/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;CAB Forum;CA/B Forum;About the Baseline Requirements;n.d.;https://cabforum.org/about-the-baseline-requirements/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;CAB Forum;CA/B Forum;Leadership;n.d.;https://cabforum.org/leadership/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;CAB Forum;CA/B Forum;About CA/B Forum;n.d.;https://cabforum.org/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;CCADB;Common CA Database;Incidents;n.d.;https://www.ccadb.org/cas/incident-report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Chromium;Chromium;Certificate Transparency;n.d.;https://chromium.googlesource.com/chromium/src/+/master/net/docs/certificate-transparency.md;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;CNAS;CNAS;Artificial Intelligence and Global Security;n.d.;https://www.cnas.org/artificial-intelligence-and-global-security;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Coalition for Secure AI;;Home;n.d.;https://www.coalitionforsecureai.org/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Coursera;Ng, Andrew;DeepLearning.AI TensorFlow Developer;n.d.;https://www.coursera.org/professional-certificates/tensorflow-in-practice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;DigiCert;DigiCert;Millions of websites using HTTP may be labeled “Not Secure” with July Google Chrome update;n.d.;https://www.digicert.com/news/pr/google-chrome-update-labels-websites-using-http-as-not-secure/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;DigiCert;DigiCert;What is a Trust Services Provider? | DigiCert FAQ;n.d.;https://www.digicert.com/faq/signature-trust/what-is-a-trust-services-provider;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;DigiCert;DigiCert;Website authentication for financial institutions;n.d.;https://www.digicert.com/blog/ev-ssl-certificates-qwacs-for-financial-institutions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;DigiCert;DigiCert;What is PKI | Public Key Infrastructure;n.d.;https://www.digicert.com/what-is-pki;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;DigiCert;DigiCert;What is SSL, TLS and HTTPS? | DigiCert;n.d.;https://www.digicert.com/what-is-ssl-tls-and-https;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;DigiCert;DigiCert;What’s the difference between DV, OV & EV SSL certificates?;n.d.;https://www.digicert.com/difference-between-dv-ov-and-ev-ssl-certificates;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;European Commission;European Commission;High-level expert group on artificial intelligence | Shaping Europe’s digital future;n.d.;https://digital-strategy.ec.europa.eu/en/policies/expert-group-ai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;European Commission;European Commission;eIDAS Regulation | Shaping Europe’s digital future;n.d.;https://digital-strategy.ec.europa.eu/en/policies/eidas-regulation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;European Parliament;Parliament, European;Revision of the eIDAS Regulation – European Digital Identity (EUid) | Legislative Train Schedule;n.d.;https://www.europarl.europa.eu/legislative-train/spotlight-JD22/file-eid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GIFCT;;About GIFCT;n.d.;https://gifct.org/about/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;CA/B Forum;CA/B Forum Bylaws;n.d.;https://github.com/cabforum/forum/blob/main/Bylaws.md;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;Google Chrome;CertificateTransparency/ct_policy.md at main · GoogleChrome/CertificateTransparency;n.d.;https://github.com/GoogleChrome/CertificateTransparency/blob/main/ct_policy.md;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;Google Research;What-If Tool;n.d.;https://pair-code.github.io/what-if-tool/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;"Jigsaw; Google Counter-Abuse Technology Team";Conversation AI;n.d.;https://conversationai.github.io/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;TensorFlow;models/official at master · tensorflow/models;n.d.;https://github.com/tensorflow/models/tree/master/official;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;TensorFlow;privacy/tutorials at master · tensorflow/privacy;n.d.;https://github.com/tensorflow/privacy/tree/master/tutorials;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;GitHub;TensorFlow;community/governance/code-and-collaboration.md at master · tensorflow/community;n.d.;https://github.com/tensorflow/community/blob/master/governance/code-and-collaboration.md;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google;Google;Google Safe Browsing;n.d.;https://safebrowsing.google.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google;Transparency Report Google;Government requests to remove content;n.d.;https://transparencyreport.google.com/government-removals/overview?hl=en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Cloud;Cloud Security Command Center;Cloud SCC conceptual overview;n.d.;https://cloud.google.com/security-command-center/docs/concepts-security-command-center-overview;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Cloud;Google Cloud;Security Command Center overview;n.d.;https://cloud.google.com/security-command-center/docs/security-command-center-overview;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Cloud;Google Cloud;Cloud Speech-to-Text On-Prem | Cloud Speech-to-Text private documentation |;n.d.;https://cloud.google.com/speech-to-text/priv/docs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Cloud;Google Cloud;Vertex AI Platform;n.d.;https://cloud.google.com/vertex-ai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Cloud;Google Security Operations;The intelligence-driven and AI-powered security operations platform;n.d.;https://cloud.google.com/security/products/security-operations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Developers;Google Open Source;Google Individual Contributor License Agreement;n.d.;https://cla.developers.google.com/clas/new?domain=DOMAIN_GOOGLE&kind=KIND_INDIVIDUAL&pli=1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google for Developers;Google;ML Universal Guides;n.d.;https://developers.google.com/machine-learning/guides;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google for Developers;Google;Clustering algorithms | Machine Learning;n.d.;https://developers.google.com/machine-learning/clustering/clustering-algorithms;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google for Developers;TensorFlow;Machine Learning Glossary: TensorFlow;n.d.;https://developers.google.com/machine-learning/glossary/tensorflow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Privacy & Terms;Google;How Google handles government requests for user information;n.d.;https://policies.google.com/terms/information-requests?hl=en-US;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Research;Google Research;TPU Research Cloud - About;n.d.;https://sites.research.google/trc/about/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Safety Center; Google Safety Center;Online Safety for Children & Families ;n.d.;https://safety.google/families/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Google Store;Google;Nest Doorbell;n.d.;https://store.google.com/us/product/nest_doorbell?hl=en-US;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Institute for New Economic Thinking;Parramore, Lynn;Everyone Versus Google: Will Big Tech Be Held Accountable?;n.d.;https://www.ineteconomics.org/perspectives/blog/everyone-versus-google-will-big-tech-be-held-accountable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Jigsaw;Jigsaw;Creating future‑defining technology;n.d.;https://jigsaw.google.com/issues/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Jigsaw;Jigsaw;Perspective API;n.d.;https://www.perspectiveapi.com/#/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Jigsaw;"JIgsaw; Google Cloud";Project Shield;n.d.;https://projectshield.withgoogle.com/landing;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;KPN;;Stop uitgifte CA 2020 | KPN Certificaten;n.d.;https://certificaat.kpn.com/support/servicedesk/stop-uitgifte-ca-2020/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Logius;Logius;Wie doet wat voor PKIoverheid?;n.d.;https://www.logius.nl/domeinen/toegang/pkioverheid/wie-doet-wat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Logius;Logius;About Logius;n.d.;https://www.logius.nl/about-logius;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Logius;Logius;PKIoverheid;n.d.;https://www.logius.nl/english/pkioverheid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webpage;;Mozilla | QWACs - #SecurityRiskAhead EU;Mozilla;Mozilla | QWACs - #SecurityRiskAhead EU -;n.d.;https://securityriskahead.eu/;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
